name_nsi,price,index,environment,quality_of_living,safety,transport,services,relax,condition,area,energy_costs,provision,certificate,construction_type,orientation,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district
Svit,79900,81,84,9,78,98,75,48,Partial reconstruction,43,NA,1,none,NA,NA,1900,NA,7,6,0,NA,NA,0,1-room apartment,1,Poprad
Prešov,199990,74,75,9,82,7,78,51,Complete reconstruction,125,200,0,NA,NA,Northeast,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Prešov
Prešov,122900,74,75,9,82,7,78,51,Complete reconstruction,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Prešov
Prešov,150000,83,54,9,98,98,99,81,Partial reconstruction,7955,220,1,none,NA,NA,NA,NA,5,1,0,NA,NA,0,4-room apartment,4,Prešov
Prešov,112900,83,76,9,98,10,69,59,New building,39,NA,0,B,NA,Northwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,214900,74,75,9,82,7,78,51,Complete reconstruction,125,240,0,NA,NA,NA,NA,NA,8,3,1,1,NA,0,4-room apartment,4,Prešov
Prešov,144900,74,75,9,82,7,78,51,Complete reconstruction,72,NA,1,NA,NA,NA,1990,2015,8,2,0,NA,NA,0,3-room apartment,3,Prešov
Prešov,119000,74,75,9,82,7,78,51,Partial reconstruction,57,NA,0,NA,NA,NA,NA,NA,8,4,1,NA,1,0,2-room apartment,2,Prešov
Prešov,109900,74,75,9,82,7,78,51,Partial reconstruction,60,NA,0,NA,NA,NA,NA,NA,8,8,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,108990,81,75,9,95,93,85,53,Original condition,64,NA,1,NA,NA,NA,NA,NA,7,7,1,NA,NA,0,2-room apartment,2,Prešov
Prešov,128990,82,67,9,95,10,86,58,Partial reconstruction,72,NA,0,NA,NA,NA,NA,NA,8,2,1,NA,1,0,3-room apartment,3,Prešov
Martin,235000,88,79,9,95,10,92,75,Complete reconstruction,NA,NA,0,NA,Other,NA,NA,NA,NA,4,1,NA,NA,0,4-room apartment,4,Martin
Martin,102900,72,73,9,69,84,67,41,Original condition,815,NA,0,NA,NA,South,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Martin
Martin,115000,85,81,9,10,98,88,52,Original condition,84,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Martin
Martin,102900,72,73,9,69,84,67,41,Original condition,81,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Martin
Martin,105000,72,73,9,69,84,67,41,Partial reconstruction,89,NA,0,B,NA,NA,NA,NA,6,4,0,NA,NA,0,3-room apartment,3,Martin
Spišská Nová Ves,79900,85,91,9,92,98,76,5,Original condition,57,NA,0,B,NA,NA,NA,NA,8,3,1,NA,NA,0,2-room apartment,2,Spišská Nová Ves
Spišská Nová Ves,110000,83,91,9,92,91,75,49,Partial reconstruction,NA,NA,0,B,NA,NA,NA,NA,8,2,1,NA,NA,0,3-room apartment,3,Spišská Nová Ves
Žilina,168000,76,74,9,84,86,84,42,New building,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,91999,79,93,9,79,79,69,51,Partial reconstruction,38,NA,0,NA,NA,NA,NA,NA,7,1,0,NA,NA,0,1-room apartment,1,Žilina
Žilina,185000,89,96,9,84,10,93,65,Original condition,82,NA,0,NA,Brick,Southwest,NA,NA,NA,1,0,1,NA,0,2-room apartment,2,Žilina
Žilina,104000,77,84,9,73,84,82,42,Partial reconstruction,NA,NA,0,NA,Panel,West,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,146900,73,72,9,73,84,75,42,Complete reconstruction,65,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Žilina,135000,73,72,9,73,84,75,42,Partial reconstruction,75,NA,0,none,NA,NA,NA,NA,4,2,0,1,NA,0,3-room apartment,3,Žilina
Žilina,103500,73,72,9,73,84,75,42,Partial reconstruction,36,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Žilina
Žilina,189990,79,68,9,91,84,89,61,Complete reconstruction,75,NA,0,NA,Brick,West,NA,NA,NA,2,0,1,NA,0,3-room apartment,3,Žilina
Žilina,295698,77,68,9,84,84,86,57,Under construction,8057,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Žilina,343105,77,68,9,84,84,86,57,Under construction,9814,NA,0,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Žilina,184500,89,96,9,84,10,93,65,Original condition,93,NA,1,NA,NA,NA,NA,NA,3,1,0,1,NA,0,3-room apartment,3,Žilina
Žilina,168000,76,74,9,84,86,84,42,New building,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,91900,79,93,9,79,79,69,51,Partial reconstruction,3851,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Žilina
Žilina,128000,78,84,9,73,86,84,44,Complete reconstruction,59,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,149000,84,99,9,86,77,81,6,Partial reconstruction,73,NA,0,NA,NA,NA,NA,NA,NA,3,0,1,1,0,2-room apartment,2,Žilina
Žilina,144900,87,99,9,86,93,8,6,Original condition,84,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Žilina,181500,82,94,9,86,84,77,53,Complete reconstruction,89,NA,1,none,NA,NA,1980,NA,8,2,1,NA,NA,0,4-room apartment,4,Žilina
Žilina,135900,74,73,9,73,88,77,44,Original condition,64,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Žilina,210000,81,9,9,84,77,86,55,Original condition,125,NA,0,NA,NA,NA,NA,NA,4,2,0,NA,1,1,4-room apartment,4,Žilina
Žilina,168000,76,74,9,84,86,84,42,New building,70,NA,0,none,NA,NA,2016,NA,2,2,0,NA,NA,0,2-room apartment,2,Žilina
Zvolen,125900,73,91,9,56,65,8,48,Original condition,70,NA,0,none,NA,NA,1970,NA,8,5,1,NA,NA,0,3-room apartment,3,Zvolen
Banská Bystrica,158900,77,81,9,71,86,8,5,Complete reconstruction,75,NA,1,none,NA,NA,1,NA,8,8,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,133000,8,9,9,9,81,75,47,New building,46,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Banská Bystrica
Banská Bystrica,122000,77,81,9,71,86,8,5,Original condition,65,NA,0,none,NA,Southwest,NA,NA,NA,NA,0,1,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,143000,77,78,9,9,83,71,47,Complete reconstruction,5861,NA,0,NA,NA,NA,NA,NA,4,3,0,1,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,125000,76,75,9,63,91,77,53,Partial reconstruction,64,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,125000,76,75,9,63,91,77,53,Partial reconstruction,64,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,134900,75,76,9,76,87,75,43,Complete reconstruction,56,NA,1,none,NA,NA,1900,NA,2,2,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,204900,8,9,9,9,81,75,47,New building,775,190,0,NA,NA,NA,NA,NA,NA,1,1,NA,1,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,158900,77,81,9,71,86,8,5,Partial reconstruction,75,NA,1,none,NA,NA,1,NA,8,8,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,159950,76,75,9,63,91,77,53,Partial reconstruction,745,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,118000,84,76,9,10,10,81,53,Complete reconstruction,32,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Banská Bystrica
Banská Bystrica,129000,75,6,9,93,94,79,39,Partial reconstruction,677,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,119000,77,81,9,71,86,8,5,Original condition,65,NA,0,none,NA,NA,NA,NA,NA,3,1,1,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,136000,79,75,9,98,93,72,41,Partial reconstruction,59,NA,0,none,NA,NA,1,NA,4,1,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,136000,79,75,9,98,93,72,41,Partial reconstruction,59,NA,1,none,NA,NA,1,NA,4,1,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,339000,8,9,9,9,81,75,47,New building,114,NA,1,B,NA,NA,2012,NA,6,2,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Štiavnica,238000,84,67,9,95,10,9,71,Complete reconstruction,6624,NA,0,NA,Other,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Banská Štiavnica
Bratislava - mestská časť Staré Mesto,375000,77,67,10,8,93,75,49,New building,5602,NA,0,NA,NA,NA,2010,NA,NA,4,1,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,350000,76,76,10,8,84,72,43,New building,47,NA,0,A,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,210000,74,67,10,69,84,73,49,Complete reconstruction,54,NA,1,C,NA,NA,1956,NA,3,2,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,530000,76,67,10,8,86,74,47,New building,85,NA,0,none,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,285000,8,67,10,87,10,78,49,New building,43,170,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,1081500,76,67,10,8,86,74,47,New building,15286,NA,0,NA,NA,NA,NA,NA,7,5,1,NA,NA,0,4-room apartment,4,Bratislava I
Trenčianske Teplice,114000,74,91,10,2,86,69,59,Partial reconstruction,67,NA,0,none,NA,NA,1980,NA,1,NA,1,NA,NA,0,2-room apartment,2,Trenčín
Košice - mestská časť Západ,275000,86,78,10,95,10,88,59,New building,68,NA,0,A,NA,NA,2015,NA,3,2,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,359000,86,78,10,95,10,88,59,New building,149,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,152000,87,84,10,95,86,95,67,Original condition,65,NA,0,NA,NA,NA,NA,NA,8,3,1,1,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,99990,87,84,10,95,86,95,67,Complete reconstruction,28,NA,0,NA,NA,NA,NA,NA,NA,1,1,NA,NA,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,132900,85,75,10,95,86,96,68,Complete reconstruction,42,NA,0,none,NA,NA,NA,NA,7,1,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,179990,88,81,10,95,10,89,62,Complete reconstruction,65,NA,0,NA,Panel,NA,NA,NA,NA,2,0,NA,1,0,3-room apartment,3,Košice II
Košice - mestská časť Západ,139000,87,81,10,95,79,95,83,Complete reconstruction,42,NA,0,NA,NA,NA,NA,NA,8,1,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Západ,119000,84,58,10,95,10,96,73,Partial reconstruction,33,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,1-room apartment,1,Košice II
Košice - mestská časť Západ,182000,88,75,10,95,10,96,71,Partial reconstruction,67,NA,0,NA,Panel,NA,NA,NA,NA,1,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,121999,86,71,10,87,10,95,69,Original condition,52,NA,1,D,NA,NA,1900,NA,8,NA,0,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Sídlisko KVP,122000,86,71,10,87,10,95,69,Original condition,52,NA,0,none,NA,NA,1980,NA,1,NA,1,1,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Sídlisko KVP,118980,86,71,10,87,10,95,69,Original condition,48,NA,0,none,NA,NA,1980,NA,1,NA,0,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Sídlisko KVP,163000,91,91,10,87,10,95,69,Partial reconstruction,65,NA,0,A,NA,NA,NA,NA,12,2,1,NA,NA,0,3-room apartment,3,Košice II
Košice - mestská časť Sídlisko KVP,168500,86,71,10,87,10,95,69,New building,4898,NA,0,A,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2-room apartment,2,Košice II
Košice - mestská časť Sídlisko KVP,110000,86,71,10,87,10,95,69,Original condition,51,150,0,NA,NA,East,NA,NA,NA,2,1,NA,1,0,2-room apartment,2,Košice II
Košice - mestská časť Dargovských hrdinov,120000,86,71,10,87,10,95,69,New building,54,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Košice III
Prešov,109900,85,83,10,85,93,86,62,Partial reconstruction,51,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,119000,85,83,10,85,93,86,62,Complete reconstruction,49,NA,0,none,NA,NA,1980,2014,7,3,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,128000,86,87,10,85,93,86,61,Partial reconstruction,53,NA,0,NA,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,2-room apartment,2,Prešov
Prešov,110000,85,83,10,85,93,86,62,Original condition,61,NA,0,A,NA,NA,1966,NA,3,3,0,NA,NA,0,3-room apartment,3,Prešov
Prešov,97000,85,83,10,85,93,86,62,Partial reconstruction,60,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,125000,85,83,10,85,93,86,62,Complete reconstruction,64,NA,0,NA,NA,NA,NA,2017,3,3,0,2,NA,0,3-room apartment,3,Prešov
Levice,119000,38,34,27,39,69,25,2,Complete reconstruction,7766,NA,0,none,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,3-room apartment,3,Levice
Dolný Harmanec,57900,46,4,37,2,93,31,38,Complete reconstruction,3538,90,0,NA,NA,NA,1946,2022,3,3,0,NA,NA,0,1-room apartment,1,Banská Bystrica
Košice - mestská časť Staré Mesto,310000,37,74,38,2,2,24,2,New building,115,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Košice I
Bernolákovo,239999,4,27,44,5,6,3,3,New building,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Senec
Nitra,88000,6,6,49,67,7,66,44,Complete reconstruction,37,NA,0,NA,Panel,NA,NA,NA,NA,NA,1,NA,NA,0,1-room apartment,1,Nitra
Nitra,92000,6,6,49,67,7,66,44,Partial reconstruction,38,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1-room apartment,1,Nitra
Nitra,98000,6,6,49,67,7,66,44,Original condition,51,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,2-room apartment,2,Nitra
Nitra,98000,6,6,49,67,7,66,44,Original condition,56,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Nitra
Nitra,145000,6,6,49,67,7,66,44,Partial reconstruction,82,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,1,0,3-room apartment,3,Nitra
Nitra,102000,6,6,49,67,7,66,44,Original condition,513,NA,0,NA,NA,NA,NA,NA,8,4,0,NA,1,0,2-room apartment,2,Nitra
Nitra,114900,6,6,49,67,7,66,44,Partial reconstruction,61,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Divina,167000,49,7,49,23,71,24,25,Under construction,76,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Žilina
Nitra,93000,63,6,51,67,84,68,44,Partial reconstruction,45,NA,0,NA,NA,NA,NA,NA,NA,6,0,NA,NA,0,Two-room apartment,2,Nitra
Nitra,105000,64,6,51,67,86,71,47,Original condition,62,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Turany,64000,4,81,51,2,2,2,2,Original condition,668,NA,1,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Martin
Bratislava - mestská časť Vrakuňa,289000,5,72,53,59,39,44,21,New building,112,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,5 or more room apartment,5,Bratislava II
Bratislava - mestská časť Vrakuňa,349000,5,72,53,59,39,44,21,New building,126,NA,0,NA,Brick,NA,NA,NA,2,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,384900,56,52,53,59,91,46,22,New building,145,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Budča,206000,56,79,53,23,86,36,31,New building,95,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Zvolen
Budča,195700,56,79,53,23,86,36,31,New building,97,NA,0,NA,NA,South,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Zvolen
Bratislava - mestská časť Ružinov,149990,57,74,55,29,10,28,2,New building,40,NA,0,NA,Mixed,NA,NA,NA,4,3,0,1,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,149990,57,74,55,29,10,28,2,New building,40,NA,0,NA,Mixed,NA,NA,NA,4,4,0,1,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,135990,57,74,55,29,10,28,2,New building,39,NA,0,NA,Mixed,NA,NA,NA,4,2,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,158990,57,74,55,29,10,28,2,New building,40,NA,0,NA,Mixed,NA,NA,NA,4,2,0,1,NA,0,2-room apartment,2,Bratislava II
Košice - mestská časť Juh,126500,51,84,57,48,36,34,2,Complete reconstruction,42,NA,0,NA,NA,NA,NA,NA,13,7,1,2,NA,0,2-room apartment,2,Košice IV
Zvolen,222000,66,93,57,58,79,6,28,New building,8211,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Zvolen
Zvolen,255000,66,93,57,58,79,6,28,New building,58,NA,0,none,NA,NA,NA,NA,NA,NA,0,1,NA,0,2-room apartment,2,Zvolen
Zvolen,149900,66,93,57,58,79,6,28,New building,56,NA,1,NA,NA,East,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Zvolen
Trnava,149990,66,67,58,85,93,58,23,New building,573,NA,0,A,NA,NA,NA,NA,6,2,1,NA,NA,0,2-room apartment,2,Trnava
Bratislava - mestská časť Vrakuňa,319000,63,57,58,77,98,53,26,Complete reconstruction,120,NA,0,NA,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,319000,62,75,58,8,7,47,24,Complete reconstruction,14387,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Vrakuňa,319000,62,75,58,8,7,47,24,Complete reconstruction,14387,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,319000,62,75,58,8,7,47,24,Complete reconstruction,144,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,319000,62,75,58,8,7,47,24,Complete reconstruction,143,NA,0,NA,Mixed,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Zvolen,259333,64,94,58,58,65,58,27,New building,9419,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,NA,0,3-room apartment,3,Zvolen
Zvolen,138143,64,94,58,58,65,58,27,New building,585,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,2-room apartment,2,Zvolen
Zvolen,137162,64,94,58,58,65,58,27,New building,5849,NA,0,NA,NA,NA,NA,NA,NA,2,1,NA,1,0,2-room apartment,2,Zvolen
Zvolen,228250,64,94,58,58,65,58,27,New building,9148,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,3-room apartment,3,Zvolen
Zvolen,139680,64,94,58,58,65,58,27,New building,5875,NA,0,NA,NA,NA,NA,NA,NA,3,1,NA,1,0,2-room apartment,2,Zvolen
Zvolen,192000,68,88,59,48,93,57,35,Complete reconstruction,78,NA,0,none,NA,Southwest,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Zvolen
Banská Bystrica,87000,59,91,59,24,92,23,2,Complete reconstruction,394,NA,0,B,NA,NA,NA,NA,6,1,1,NA,NA,0,2-room apartment,2,Banská Bystrica
Slovenská Ľupča,93900,59,91,59,24,92,23,2,Complete reconstruction,40,NA,1,B,NA,NA,2008,NA,6,1,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Trnava,248000,61,83,61,39,81,25,43,New building,99,NA,0,none,NA,NA,2022,NA,1,1,0,NA,NA,0,3-room apartment,3,Trnava
Bratislava - mestská časť Vrakuňa,199900,68,69,61,82,95,56,29,New building,7078,NA,0,A,NA,NA,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Vrakuňa,112500,68,69,61,82,95,56,29,New building,3576,NA,0,A,NA,Southeast,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Vrakuňa,280000,52,76,61,59,39,44,21,New building,88,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,256000,52,76,61,59,39,44,21,New building,82,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Bratislava - mestská časť Vrakuňa,264000,52,76,61,59,39,44,21,New building,92,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,299900,69,75,61,82,93,53,3,New building,141,NA,0,none,Brick,NA,NA,NA,1,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Bratislava - mestská časť Vrakuňa,320000,69,75,61,82,93,53,3,New building,141,NA,0,none,Brick,NA,NA,NA,1,NA,0,NA,NA,0,4-room apartment,4,Bratislava II
Nitra,117900,59,81,61,5,6,52,3,Partial reconstruction,67,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Nitra
Nitra,139900,59,81,61,5,6,52,3,Complete reconstruction,75,NA,0,none,NA,NA,NA,2017,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Nitra,112000,59,81,61,5,6,52,3,Partial reconstruction,62,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Nitra,99900,59,81,61,5,6,52,3,Partial reconstruction,61,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Nitra,113900,59,81,61,5,6,52,3,Partial reconstruction,61,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Nitra,119000,59,81,61,5,6,52,3,Partial reconstruction,78,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Nitra,109000,59,81,61,5,6,52,3,Original condition,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Nitra
Nitra,86500,59,81,61,5,6,52,3,Partial reconstruction,38,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1-room apartment,1,Nitra
Nitra,115000,59,81,61,5,6,52,3,Original condition,638,NA,0,NA,NA,NA,NA,NA,12,3,1,1,NA,0,2-room apartment,2,Nitra
Bratislava - mestská časť Staré Mesto,359000,71,84,62,59,86,63,58,New building,140,120,0,NA,NA,NA,2004,2023,4,NA,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Devínska Nová Ves,176000,63,79,62,59,84,41,26,New building,59,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,189000,57,78,62,59,6,41,23,New building,59,NA,1,NA,NA,NA,NA,NA,5,3,1,NA,1,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,176000,63,79,62,59,84,41,26,New building,45,NA,0,NA,NA,NA,NA,NA,5,3,0,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,176000,63,79,62,59,84,41,26,New building,4547,NA,0,A,NA,NA,2022,NA,5,NA,0,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,176000,63,79,62,59,84,41,26,New building,5901,NA,1,NA,NA,NA,NA,NA,5,3,1,NA,1,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,176000,57,78,62,59,6,41,23,New building,59,NA,0,none,NA,NA,NA,NA,NA,3,1,NA,1,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,142000,63,79,62,59,84,41,26,New building,368,NA,0,NA,NA,NA,NA,NA,4,2,0,NA,NA,0,1-room apartment,1,Bratislava IV
Bratislava - mestská časť Devínska Nová Ves,178000,63,79,62,59,84,41,26,New building,5802,NA,1,NA,NA,NA,NA,NA,5,3,0,NA,1,0,2-room apartment,2,Bratislava IV
Nitra,112000,53,75,62,53,49,43,21,Original condition,62,NA,0,NA,NA,NA,NA,NA,3,2,0,NA,1,0,3-room apartment,3,Nitra
Nitra,102000,53,75,62,53,49,43,21,Original condition,80,NA,0,NA,NA,NA,NA,NA,3,3,0,1,NA,0,1-room apartment,1,Nitra
Nitra,109000,69,69,63,67,93,69,47,Partial reconstruction,52,NA,0,A,Panel,NA,1991,NA,8,3,0,NA,NA,0,2-room apartment,2,Nitra
Nitra,109000,71,65,63,67,10,73,53,Complete reconstruction,54,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Nitra
Nitra,120400,71,65,63,67,10,73,53,Under construction,468,NA,1,NA,NA,NA,2023,NA,NA,NA,1,1,NA,0,2-room apartment,2,Nitra
Nitra,138500,71,65,63,67,10,73,53,Under construction,54,NA,1,NA,NA,NA,2023,NA,NA,NA,1,1,NA,0,2-room apartment,2,Nitra
Nitra,192900,71,65,63,67,10,73,53,Under construction,783,NA,1,NA,NA,NA,2023,NA,NA,NA,1,1,NA,0,3-room apartment,3,Nitra
Nitra,277200,71,65,63,67,10,73,53,Under construction,856,NA,1,NA,NA,NA,2023,NA,NA,7,1,NA,NA,0,3-room apartment,3,Nitra
Nitra,92700,71,65,63,67,10,73,53,Under construction,324,NA,1,NA,NA,NA,2023,NA,NA,NA,1,1,NA,0,1-room apartment,1,Nitra
Nitra,108000,71,65,63,67,10,73,53,Partial reconstruction,52,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Nitra
