name_nsi,price,index,environment,quality_of_living,safety,transport,services,relax,condition,area,energy_costs,provision,certificate,construction_type,orientation,year_built,last_reconstruction,total_floors,floor,lift,balkonies,loggia,cellar,type,rooms,district
Košice - mestská časť Sídlisko Ťahanovce,172000,78,8,86,74,10,77,4,Complete reconstruction,80,199,1,NA,NA,Northeast,NA,NA,NA,3,1,NA,NA,0,4-room apartment,4,Košice I
Košice - mestská časť Nad jazerom,113000,8,84,86,79,86,9,51,Complete reconstruction,40,NA,0,NA,Panel,NA,NA,NA,7,5,1,NA,NA,0,Two-room apartment,2,Košice IV
Košice - mestská časť Juh,144000,83,71,86,10,79,98,76,Complete reconstruction,37,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Košice IV
Košice - mestská časť Juh,152000,8,59,86,10,91,95,62,Partial reconstruction,59,NA,0,none,NA,NA,NA,NA,4,3,0,NA,1,0,3-room apartment,3,Košice IV
Košice - mestská časť Juh,100900,8,59,86,10,91,95,62,Partial reconstruction,32,NA,0,none,NA,NA,NA,NA,4,4,0,1,NA,0,2-room apartment,2,Košice IV
Lučenec,165000,77,85,86,69,85,68,54,Partial reconstruction,752,NA,0,NA,NA,West,NA,NA,NA,8,1,NA,NA,0,3-room apartment,3,Lučenec
Lučenec,165000,79,96,86,69,83,66,58,Partial reconstruction,75,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Lučenec
Michalovce,106500,78,9,86,9,8,66,42,Complete reconstruction,68,NA,1,none,NA,NA,2010,NA,8,2,0,NA,NA,0,3-room apartment,3,Michalovce
Prešov,119000,85,81,86,10,10,77,62,Partial reconstruction,70,NA,0,none,NA,NA,NA,NA,4,3,0,1,NA,0,4-room apartment,4,Prešov
Prešov,136900,78,8,86,74,98,75,47,Partial reconstruction,7411,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Prešov
Martin,175000,84,75,86,87,93,92,77,Partial reconstruction,100,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Martin
Martin,185000,84,75,86,87,93,92,77,Complete reconstruction,89,NA,0,none,NA,NA,1970,NA,5,4,0,NA,NA,0,3-room apartment,3,Martin
Martin,104900,82,92,86,95,91,77,39,Complete reconstruction,60,NA,0,NA,NA,East,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Martin
Žilina,209990,76,95,86,81,84,66,27,New building,6461,NA,1,NA,NA,Northwest,NA,NA,NA,1,0,1,NA,0,3-room apartment,3,Žilina
Zvolen,117900,68,91,86,35,78,61,38,Partial reconstruction,79,NA,0,NA,NA,NA,NA,NA,11,11,1,NA,2,0,3-room apartment,3,Zvolen
Zvolen,99000,68,91,86,35,78,61,38,Original condition,6443,NA,0,NA,NA,NA,NA,NA,5,3,1,NA,1,0,2-room apartment,2,Zvolen
Zvolen,145000,68,91,86,35,78,61,38,Complete reconstruction,65,NA,0,none,NA,NA,NA,NA,NA,NA,1,NA,1,0,3-room apartment,3,Zvolen
Zvolen,127900,68,91,86,35,78,61,38,Complete reconstruction,56,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Zvolen
Zvolen,158490,81,93,86,69,93,83,5,Complete reconstruction,74,NA,1,G,NA,NA,1900,NA,8,4,0,NA,NA,0,3-room apartment,3,Zvolen
Zvolen,134000,68,91,86,35,78,61,38,Complete reconstruction,65,NA,0,none,NA,West,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Zvolen
Zvolen,93000,68,94,86,43,64,63,38,Original condition,55,30,0,C,Panel,NA,NA,NA,4,NA,1,NA,NA,0,2-room apartment,2,Zvolen
Zvolen,144000,68,91,86,35,78,61,38,Complete reconstruction,65,NA,0,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Zvolen
Banská Bystrica,112000,79,96,86,69,83,66,58,Partial reconstruction,40,NA,0,none,NA,NA,NA,NA,8,5,0,NA,NA,0,1-room apartment,1,Banská Bystrica
Banská Bystrica,167000,77,84,86,9,67,81,55,New building,5539,NA,0,A,NA,NA,NA,NA,2,2,1,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,159900,79,96,86,69,83,66,58,Partial reconstruction,81,145,0,B,NA,NA,1973,2022,11,NA,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,289000,74,85,86,69,78,65,51,Complete reconstruction,112,NA,0,B,NA,South,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Banská Bystrica
Banská Bystrica,139000,71,78,86,67,87,67,31,Partial reconstruction,56,NA,0,none,NA,NA,NA,NA,NA,4,1,1,NA,0,2-room apartment,2,Banská Bystrica
Nová Dubnica,139900,69,85,87,36,84,66,4,Complete reconstruction,65,NA,0,none,NA,NA,1979,NA,4,3,0,NA,NA,0,2-room apartment,2,Ilava
Trnava,95000,75,68,87,82,84,75,58,Complete reconstruction,29,NA,0,NA,Panel,NA,NA,NA,NA,4,0,NA,NA,0,1-room apartment,1,Trnava
Trnava,205000,81,72,87,10,77,86,73,Complete reconstruction,8165,NA,0,NA,NA,NA,NA,NA,5,1,1,NA,NA,0,4-room apartment,4,Trnava
Trnava,118700,81,72,87,10,77,86,73,Complete reconstruction,51,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Trnava
Trnava,85000,8,76,87,93,86,8,61,Original condition,28,NA,0,NA,Panel,NA,NA,NA,NA,4,1,NA,NA,0,1-room apartment,1,Trnava
Trnava,285000,75,76,87,85,93,62,34,New building,110,NA,0,B,Brick,NA,NA,NA,NA,2,1,NA,NA,0,4-room apartment,4,Trnava
Trnava,200000,81,72,87,10,77,86,73,Partial reconstruction,7765,NA,0,NA,Panel,NA,NA,NA,NA,1,1,NA,1,0,4-room apartment,4,Trnava
Trnava,200000,81,72,87,10,77,86,73,Original condition,77,NA,0,NA,NA,NA,NA,NA,6,1,1,NA,1,0,4-room apartment,4,Trnava
Trnava,205000,81,72,87,10,77,86,73,Partial reconstruction,77,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Trnava
Prievidza,59000,76,54,87,72,10,88,66,Original condition,50,130,0,NA,NA,NA,NA,NA,NA,7,0,NA,1,0,2-room apartment,2,Prievidza
Prievidza,75000,81,76,87,95,79,96,61,Original condition,55,NA,0,NA,NA,NA,NA,NA,4,3,0,1,NA,0,2-room apartment,2,Prievidza
Prievidza,75999,81,76,87,95,79,96,61,Original condition,55,NA,0,NA,NA,NA,NA,NA,4,3,0,NA,NA,0,2-room apartment,2,Prievidza
Prievidza,42000,79,8,87,74,79,82,73,Partial reconstruction,20,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,Studio,1,Prievidza
Prievidza,79900,81,76,87,95,79,96,61,Partial reconstruction,54,180,0,NA,NA,NA,NA,NA,4,4,0,NA,NA,0,2-room apartment,2,Prievidza
Prievidza,81000,79,8,87,74,79,82,73,Complete reconstruction,60,NA,0,none,NA,NA,NA,NA,4,1,1,NA,NA,0,2-room apartment,2,Prievidza
Prievidza,101000,76,54,87,72,10,88,66,Complete reconstruction,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Prievidza
Prievidza,73300,81,76,87,95,79,96,61,Original condition,5597,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prievidza
Prievidza,52500,81,76,87,95,79,96,61,Complete reconstruction,34,NA,0,NA,NA,NA,NA,NA,NA,2,0,NA,NA,0,1-room apartment,1,Prievidza
Prievidza,102500,81,76,87,95,79,96,61,Complete reconstruction,75,NA,0,NA,NA,NA,NA,NA,NA,2,0,1,NA,0,3-room apartment,3,Prievidza
Prievidza,64500,81,76,87,95,79,96,61,Original condition,48,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prievidza
Bratislava - mestská časť Staré Mesto,325000,88,7,87,10,10,97,86,Complete reconstruction,96,NA,0,none,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava I
Bratislava - mestská časť Staré Mesto,298900,75,71,87,85,98,72,3,New building,57,NA,0,NA,NA,NA,2023,NA,5,4,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,364900,75,71,87,85,98,72,3,Original condition,75,NA,1,NA,NA,NA,1968,NA,NA,4,1,1,NA,0,3-room apartment,3,Bratislava I
Bratislava - mestská časť Staré Mesto,179900,9,74,87,10,10,98,87,Partial reconstruction,4397,NA,0,NA,Mixed,NA,1943,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava I
Bratislava - mestská časť Staré Mesto,269000,82,55,87,98,10,84,82,Original condition,74,NA,0,NA,Brick,NA,NA,NA,NA,3,1,NA,NA,0,3-room apartment,3,Bratislava I
Bratislava - mestská časť Podunajské Biskupice,104900,76,83,87,82,79,78,44,Complete reconstruction,39,NA,0,none,NA,NA,1980,NA,12,2,0,NA,NA,0,1-room apartment,1,Bratislava II
Bratislava - mestská časť Ružinov,249900,86,76,87,10,86,93,83,Partial reconstruction,63,NA,0,NA,NA,NA,NA,NA,5,1,1,1,NA,0,2-room apartment,2,Bratislava II
Bratislava - mestská časť Ružinov,230000,88,76,87,10,10,91,8,Original condition,68,NA,0,NA,Other,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava II
Trenčín,134000,75,72,87,63,93,72,58,Complete reconstruction,54,NA,0,NA,Brick,South,NA,NA,NA,NA,0,NA,NA,1,3-room apartment,3,Trenčín
Trenčín,165000,75,72,87,63,93,72,58,Complete reconstruction,73,NA,0,none,NA,NA,NA,NA,3,3,0,NA,NA,0,4-room apartment,4,Trenčín
Bratislava - mestská časť Nové Mesto,165000,8,81,87,82,86,73,66,Partial reconstruction,NA,NA,0,NA,Panel,NA,NA,NA,NA,6,1,NA,NA,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Nové Mesto,88000,79,84,87,82,86,7,58,Original condition,NA,NA,0,NA,Other,NA,NA,NA,NA,3,0,NA,NA,0,1-room apartment,1,Bratislava III
Bratislava - mestská časť Nové Mesto,625000,7,62,87,98,67,74,42,New building,212,NA,0,none,NA,NA,NA,NA,5,2,1,NA,NA,0,4-room apartment,4,Bratislava III
Bratislava - mestská časť Nové Mesto,184900,78,7,87,10,79,88,53,Complete reconstruction,47,NA,1,NA,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava III
Bratislava - mestská časť Rača,240000,66,72,87,4,93,54,35,Partial reconstruction,8228,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava III
Bratislava - mestská časť Rača,199900,66,72,87,4,93,54,35,Complete reconstruction,89,140,1,B,NA,East,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava III
Bratislava - mestská časť Rača,115990,68,71,87,4,10,56,38,Complete reconstruction,29,NA,0,NA,Other,NA,NA,NA,NA,2,1,NA,NA,0,Studio,1,Bratislava III
Bratislava - mestská časť Rača,165000,66,72,87,4,93,54,35,Complete reconstruction,6841,NA,1,NA,NA,NA,NA,NA,8,3,1,NA,1,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Vajnory,224990,66,8,87,36,74,67,39,New building,70,NA,0,NA,NA,NA,2017,NA,2,2,0,NA,NA,0,3-room apartment,3,Bratislava III
Bratislava - mestská časť Vajnory,349000,64,8,87,36,67,66,36,Under construction,10817,NA,0,A,NA,NA,2023,NA,2,1,0,NA,NA,0,4-room apartment,4,Bratislava III
Bratislava - mestská časť Devínska Nová Ves,219990,75,85,87,59,98,61,43,New building,90,NA,0,NA,NA,NA,NA,NA,NA,2,0,1,NA,0,3-room apartment,3,Bratislava IV
Bratislava - mestská časť Dúbravka,750000,8,77,87,82,93,84,55,New building,242,NA,0,B,NA,NA,2019,NA,8,8,0,NA,NA,0,4-room apartment,4,Bratislava IV
Bratislava - mestská časť Dúbravka,219000,8,77,87,82,93,84,55,New building,60,NA,0,NA,NA,NA,NA,NA,6,5,1,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Dúbravka,223000,8,77,87,82,93,84,55,New building,6109,NA,0,NA,Panel,Southwest,NA,NA,NA,4,1,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Dúbravka,245000,76,7,87,85,86,87,48,Partial reconstruction,9425,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Bratislava IV
Bratislava - mestská časť Dúbravka,225000,8,77,87,82,93,84,55,New building,6785,120,0,NA,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Bratislava IV
Bratislava - mestská časť Petržalka,199900,69,73,87,67,65,75,5,Complete reconstruction,84,180,0,A,NA,West,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Bratislava V
Komárno,74900,82,85,87,97,79,84,57,Complete reconstruction,57,NA,1,none,NA,NA,1980,NA,1,1,0,NA,NA,0,3-room apartment,3,Komárno
Komárno,65000,82,85,87,97,79,84,57,Partial reconstruction,52,NA,1,none,Brick,NA,1980,NA,3,1,0,NA,NA,0,2-room apartment,2,Komárno
Chorvátsky Grob,279000,56,94,87,26,29,55,28,New building,100,200,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Senec
Ivanka pri Dunaji,239274,7,8,87,56,88,7,28,New building,7158,NA,0,B,NA,NA,2023,NA,4,4,0,NA,NA,0,3-room apartment,3,Senec
Ivanka pri Dunaji,92297,7,8,87,56,88,7,28,New building,329,NA,0,B,NA,NA,2023,NA,4,2,0,NA,NA,0,1-room apartment,1,Senec
Ivanka pri Dunaji,106148,7,8,87,56,88,7,28,New building,3652,NA,0,B,NA,NA,2023,NA,4,3,0,NA,NA,0,1-room apartment,1,Senec
Ivanka pri Dunaji,151146,7,8,87,56,88,7,28,New building,4946,NA,0,B,NA,NA,2023,NA,4,1,0,NA,NA,0,2-room apartment,2,Senec
Ivanka pri Dunaji,240452,7,8,87,56,88,7,28,New building,7407,NA,0,B,NA,NA,2023,NA,4,1,0,NA,NA,0,4-room apartment,4,Senec
Ivanka pri Dunaji,114900,7,8,87,56,88,7,28,New building,39,NA,0,B,NA,NA,2023,NA,4,2,0,NA,NA,0,1-room apartment,1,Senec
Ivanka pri Dunaji,169204,7,8,87,56,88,7,28,New building,5928,NA,0,B,NA,NA,2023,NA,4,2,0,NA,NA,0,2-room apartment,2,Senec
Ivanka pri Dunaji,106148,7,8,87,56,88,7,28,New building,3652,NA,0,B,NA,NA,2023,NA,4,3,1,NA,NA,0,1-room apartment,1,Senec
Ivanka pri Dunaji,90754,7,8,87,56,88,7,28,New building,3178,NA,0,B,NA,NA,2023,NA,4,3,0,NA,NA,0,1-room apartment,1,Senec
Ivanka pri Dunaji,199000,7,8,87,56,88,7,28,New building,8895,NA,0,none,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Senec
Rovinka,210000,66,84,87,36,67,61,51,Complete reconstruction,72,NA,0,NA,NA,NA,NA,2016,3,3,0,NA,NA,0,3-room apartment,3,Senec
Dunajská Lužná,190000,53,73,87,41,29,57,24,New building,5072,NA,0,A,Brick,NA,NA,NA,3,NA,0,NA,NA,0,2-room apartment,2,Senec
Dunajská Lužná,94900,74,92,87,41,91,67,47,New building,NA,NA,0,B,Other,South,NA,NA,NA,1,0,NA,NA,0,1-room apartment,1,Senec
Dunajská Lužná,115000,76,95,87,41,95,66,47,Original condition,44,NA,1,none,NA,NA,2013,NA,4,NA,0,NA,NA,0,1-room apartment,1,Senec
Nitra,224900,84,71,87,95,93,91,74,Complete reconstruction,102,NA,0,NA,NA,NA,NA,2019,3,2,0,NA,NA,0,5 or more room apartment,5,Nitra
Nitra,134000,81,79,87,87,91,81,62,Complete reconstruction,73,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,169000,62,7,87,2,86,62,32,New building,79,NA,0,NA,NA,NA,2022,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,171000,62,7,87,2,86,62,32,New building,7982,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,159000,62,7,87,2,86,62,32,New building,80,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,149000,62,7,87,2,86,62,32,New building,9279,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,169000,62,7,87,2,86,62,32,New building,80,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,159000,62,7,87,2,86,62,32,New building,80,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,155000,62,7,87,2,86,62,32,New building,80,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,162500,62,7,87,2,86,62,32,New building,80,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,169000,62,7,87,2,86,62,32,New building,80,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Lužianky,159000,62,7,87,2,86,62,32,New building,79,NA,0,NA,NA,NA,2022,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Nitra
Košice - mestská časť Sever,304000,79,77,87,95,77,85,59,Complete reconstruction,78,NA,0,NA,Brick,NA,NA,NA,NA,1,0,NA,NA,0,3-room apartment,3,Košice I
Košice - mestská časť Sever,138500,74,71,87,74,93,75,39,Partial reconstruction,64,NA,0,B,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Košice I
Košice - mestská časť Nad jazerom,157000,8,8,87,79,93,89,5,Partial reconstruction,58,NA,0,none,NA,NA,NA,NA,NA,5,1,NA,1,0,3-room apartment,3,Košice IV
Košice - mestská časť Vyšné Opátske,163000,71,8,87,67,93,63,21,New building,55,NA,0,A,NA,NA,2023,NA,6,5,0,NA,NA,0,2-room apartment,2,Košice IV
Košice - mestská časť Vyšné Opátske,179500,71,8,87,67,93,63,21,New building,46,NA,0,A,NA,NA,2021,NA,5,4,0,NA,NA,0,2-room apartment,2,Košice IV
Košice - mestská časť Vyšné Opátske,228000,71,8,87,67,93,63,21,New building,82,NA,0,A,NA,NA,2023,NA,6,3,0,NA,NA,0,3-room apartment,3,Košice IV
Košice - mestská časť Vyšné Opátske,156900,71,8,87,67,93,63,21,New building,475,NA,0,A,NA,NA,2023,NA,6,4,0,NA,NA,0,2-room apartment,2,Košice IV
Michalovce,117000,84,8,87,98,86,9,66,New building,78,NA,0,NA,Panel,NA,NA,NA,NA,NA,1,1,NA,0,4-room apartment,4,Michalovce
Michalovce,109809,85,83,87,10,86,88,7,Partial reconstruction,6852,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,NA,0,3-room apartment,3,Michalovce
Michalovce,93000,82,75,87,10,84,83,66,Original condition,63,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,3-room apartment,3,Michalovce
Michalovce,160000,83,81,87,98,84,83,66,Original condition,7819,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4-room apartment,4,Michalovce
Michalovce,199000,82,75,87,10,84,83,66,Complete reconstruction,125,NA,0,B,NA,NA,2000,NA,2,2,0,NA,NA,0,4-room apartment,4,Michalovce
Michalovce,109000,8,8,87,98,72,9,61,Partial reconstruction,80,NA,0,F,NA,NA,1980,NA,8,3,0,NA,NA,0,4-room apartment,4,Michalovce
Michalovce,109800,85,83,87,10,86,88,7,Partial reconstruction,70,NA,0,none,NA,NA,1990,NA,8,3,0,NA,NA,0,3-room apartment,3,Michalovce
Michalovce,89000,8,8,87,98,72,9,61,Partial reconstruction,59,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Michalovce
Michalovce,120000,85,89,87,98,89,83,6,Partial reconstruction,81,NA,0,none,Panel,NA,NA,NA,7,5,0,NA,NA,0,4-room apartment,4,Michalovce
Michalovce,129500,83,81,87,98,84,83,66,Complete reconstruction,7819,NA,0,NA,NA,NA,NA,NA,NA,6,1,1,NA,0,4-room apartment,4,Michalovce
Michalovce,110000,79,72,87,9,94,86,49,Partial reconstruction,NA,NA,0,NA,Other,NA,NA,NA,NA,NA,0,2,NA,0,3-room apartment,3,Michalovce
Michalovce,109790,85,83,87,10,86,88,7,Partial reconstruction,7145,NA,0,NA,NA,NA,NA,NA,8,2,1,NA,1,0,3-room apartment,3,Michalovce
Michalovce,93000,82,75,87,10,84,83,66,Original condition,63,NA,0,NA,Other,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Michalovce
Michalovce,129900,83,81,87,98,84,83,66,Complete reconstruction,1,NA,0,none,Brick,NA,1,NA,1,1,0,NA,NA,0,4-room apartment,4,Michalovce
Kysucké Nové Mesto,195000,74,83,87,79,63,84,46,New building,68,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Kysucké Nové Mesto
Kysucké Nové Mesto,128000,74,83,87,79,63,84,46,Partial reconstruction,58,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Kysucké Nové Mesto
Kysucké Nové Mesto,128000,74,83,87,79,63,84,46,Partial reconstruction,58,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Kysucké Nové Mesto
Kysucké Nové Mesto,128000,74,83,87,79,63,84,46,Complete reconstruction,57,NA,1,NA,NA,Southwest,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Kysucké Nové Mesto
Kysucké Nové Mesto,143000,74,83,87,79,63,84,46,Complete reconstruction,72,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,3-room apartment,3,Kysucké Nové Mesto
Prešov,127900,86,68,87,98,10,88,85,Complete reconstruction,55,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Prešov
Prešov,129990,72,78,87,74,74,72,4,Complete reconstruction,NA,NA,0,NA,Panel,NA,NA,NA,NA,3,0,1,NA,0,3-room apartment,3,Prešov
Martin,95000,72,84,87,69,77,68,37,Partial reconstruction,66,NA,0,none,NA,NA,NA,NA,NA,3,1,1,NA,0,2-room apartment,2,Martin
Martin,105000,72,73,87,69,84,68,44,Partial reconstruction,865,NA,0,none,NA,NA,NA,NA,5,4,1,NA,1,0,3-room apartment,3,Martin
Martin,118000,85,76,87,10,93,92,69,Original condition,72,NA,0,none,NA,NA,NA,NA,7,6,1,NA,NA,0,3-room apartment,3,Martin
Martin,104900,72,84,87,69,77,68,37,Original condition,90,NA,0,NA,Panel,NA,NA,NA,6,3,1,NA,1,0,3-room apartment,3,Martin
Martin,104900,72,84,87,69,77,68,37,Original condition,86,NA,0,NA,NA,NA,NA,NA,6,4,1,NA,NA,0,3-room apartment,3,Martin
Sučany,107000,72,85,87,93,74,49,29,Complete reconstruction,55,NA,0,none,Brick,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Martin
Sučany,67000,72,85,87,93,74,49,29,Original condition,55,120,0,none,Brick,NA,NA,NA,NA,NA,0,1,NA,0,2-room apartment,2,Martin
Spišská Nová Ves,59400,81,91,87,86,91,7,44,Partial reconstruction,NA,NA,0,B,NA,NA,NA,NA,3,NA,0,NA,NA,0,1-room apartment,1,Spišská Nová Ves
Žilina,190000,81,85,87,84,84,88,57,Partial reconstruction,78,NA,0,none,NA,NA,NA,NA,3,2,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,154500,78,79,87,84,77,87,6,Complete reconstruction,NA,NA,0,NA,Brick,NA,NA,NA,NA,2,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,139000,74,74,87,73,86,78,43,Partial reconstruction,NA,NA,0,NA,NA,East,NA,NA,NA,2,1,2,NA,0,2-room apartment,2,Žilina
Žilina,165000,81,63,87,84,10,91,69,Complete reconstruction,64,NA,0,NA,Panel,NA,NA,NA,NA,5,1,NA,NA,0,2-room apartment,2,Žilina
Žilina,190000,81,85,87,84,84,88,57,Partial reconstruction,78,NA,0,none,NA,NA,NA,NA,3,2,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,154400,78,79,87,84,77,87,6,Complete reconstruction,53,NA,0,A,NA,NA,NA,NA,2,2,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,165000,83,94,87,86,86,81,57,Original condition,91,NA,0,NA,Other,NA,NA,NA,NA,2,1,2,NA,0,3-room apartment,3,Žilina
Žilina,135000,78,79,87,84,77,87,6,Complete reconstruction,55,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2-room apartment,2,Žilina
Žilina,116000,83,94,87,86,86,81,57,Complete reconstruction,40,NA,0,NA,Panel,NA,NA,NA,NA,NA,1,1,NA,0,1-room apartment,1,Žilina
Žilina,125000,78,85,87,73,86,8,53,Partial reconstruction,70,NA,0,NA,NA,NA,NA,NA,8,5,1,1,NA,0,2-room apartment,2,Žilina
Žilina,129900,74,84,87,55,86,74,48,Complete reconstruction,50,NA,0,NA,NA,NA,NA,NA,7,2,0,NA,1,0,2-room apartment,2,Žilina
Zvolen,128500,75,79,87,85,89,57,36,Complete reconstruction,563,NA,0,NA,Panel,NA,NA,NA,NA,2,0,NA,1,0,2-room apartment,2,Zvolen
Banská Bystrica,128900,72,75,87,76,84,75,32,Under construction,6581,NA,1,NA,NA,NA,NA,NA,10,5,1,1,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,128900,72,75,87,76,84,75,32,Under construction,6581,NA,1,NA,NA,NA,NA,NA,10,5,1,1,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,130000,72,75,87,76,84,75,32,Original condition,6555,150,1,C,NA,NA,NA,NA,10,9,0,1,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,175000,7,83,87,67,7,72,32,Complete reconstruction,61,NA,1,none,NA,NA,1900,NA,4,1,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,134000,72,75,87,76,84,75,32,Complete reconstruction,57,NA,0,NA,Panel,NA,NA,NA,4,4,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,244000,7,83,87,67,7,72,32,New building,59,NA,0,A,NA,NA,2023,NA,4,4,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,199000,7,83,87,67,7,72,32,New building,50,NA,0,A,NA,NA,2023,NA,4,2,0,NA,NA,0,1-room apartment,1,Banská Bystrica
Banská Bystrica,135000,7,83,87,67,7,72,32,Complete reconstruction,63,NA,0,none,Panel,NA,NA,NA,NA,6,1,1,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,120000,75,91,87,74,77,75,34,Partial reconstruction,56,NA,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,0,2-room apartment,2,Banská Bystrica
Banská Bystrica,129990,69,8,87,69,64,61,43,Original condition,75,NA,0,NA,Panel,East,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Banská Bystrica
Banská Bystrica,92500,68,67,87,58,84,68,37,Complete reconstruction,39,NA,0,C,NA,NA,NA,NA,NA,3,1,NA,NA,0,1-room apartment,1,Banská Bystrica
Banská Bystrica,153500,68,67,87,58,84,68,37,Original condition,76,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,3-room apartment,3,Banská Bystrica
